1,6.72971473693867e-05
10,6.72943849728839e-07
20,1.68223755938558e-07
30,7.47466542640763e-08
40,4.2044035703802e-08
50,2.68931657718683e-08
100,6.71524875270414e-09
150,2.97212502994443e-09
200,1.67991287072463e-09
250,1.07154320057756e-09
300,7.48987761628949e-10
350,5.50252105935256e-10
400,4.18694812961772e-10
450,3.09264608008132e-10
500,2.68984163099702e-10
550,2.24318587926918e-10
600,1.88353442453931e-10
650,1.60663399538455e-10
700,1.39289339358023e-10
750,1.70851863023565e-10
800,2.31242274824732e-10
850,3.61842300899232e-10
900,5.09683529244799e-10
