1,0.000152592690050189
10,1.52601578263594e-06
20,3.81745467878836e-07
30,1.69842881187568e-07
40,9.56759373104987e-08
50,6.13462868206879e-08
100,1.55628095919094e-08
150,7.0667663897704e-09
200,4.09937967420689e-09
250,2.73864772544053e-09
300,1.95791932476162e-09
350,1.63125706102657e-09
400,1.43245772360896e-09
450,1.26787136950811e-09
500,1.21657140434571e-09
550,1.21945622190563e-09
600,1.39292991486711e-09
650,1.76416023671537e-09
700,2.4891014699042e-09
750,1.90657123923154e-09
800,1.15005689088465e-09
850,7.86173931107341e-10
900,5.73400778014774e-10
