1,-0.000174887603671761
10,-1.88528288808264e-06
20,-4.37114655694286e-07
30,-1.94182794608531e-07
40,-1.09089640440321e-07
50,-6.97427194658157e-08
100,-1.89829787517426e-08
150,-8.65550887959318e-09
200,-4.64283563686733e-09
250,-2.93659766198007e-09
300,-1.9413914936828e-09
350,-1.45887678788307e-09
400,-1.06463837305937e-09
450,-7.79000707588565e-10
500,-6.47860704068814e-10
550,-5.01783915218382e-10
600,-4.07883366319368e-10
650,-3.35849444268478e-10
700,-3.49937713115255e-10
750,-4.01630901971528e-10
800,-5.04884787484016e-10
850,-7.13132280475539e-10
900,-1.18383854175534e-09
