Time,U1,U2,U3
0.0,0.0,0.0,0.0
6.09807784712757e-07,0.0,0.0,0.0
1.21961556942551e-06,0.0,0.0,0.0
1.82942335413827e-06,0.0,0.0,0.0
2.59168291449896e-06,0.0,0.0,0.0
3.54450776285375e-06,0.0,0.0,0.0
4.7355383685499e-06,0.0,0.0,0.0
6.22432708041742e-06,0.0,-1.01039414943629e-24,-1.77079808079281e-24
8.08531240181765e-06,0.0,-1.42946758331811e-22,-3.01174976709878e-22
1.04115442809416e-05,0.0,-5.2704866899421e-21,-1.32369747160447e-20
1.33193343572202e-05,0.0,-7.13074019731664e-20,-2.25957153919566e-19
1.69540726346895e-05,0.0,2.97250681230426e-20,-1.6851637767563e-18
2.14974934351631e-05,0.0,1.32345829168412e-17,-4.9948804980647e-18
2.71767712547444e-05,0.0,1.52181817126419e-16,-1.90335680665129e-19
3.28560490743257e-05,0.0,5.46061018210725e-16,-1.57249484968895e-18
3.8535326893907e-05,0.0,9.15796670099181e-16,-2.00579532727076e-16
4.42146047134884e-05,0.0,6.62394746648117e-16,-1.22781999682426e-15
4.98938825330697e-05,0.0,1.01482477427034e-15,-4.53118199902967e-15
5.5573160352651e-05,0.0,7.50368276764219e-15,-1.19999174578176e-14
6.12524381722324e-05,0.0,2.68710817892493e-14,-2.06828437297919e-14
6.83515318087302e-05,0.0,5.40304800412169e-14,6.02779180803909e-15
7.72254061303101e-05,0.0,-2.40710957974876e-14,2.16661947714455e-13
8.83177417563275e-05,0.0,-3.82294998609034e-13,6.84174071563515e-13
9.94100846583024e-05,0.0,-6.1090661609281e-13,7.71959427804669e-13
0.00011050242028432,0.0,-2.4558702510849e-13,-8.44885983430807e-16
0.000121594755910337,0.0,3.0504960536748e-13,-1.14043778760842e-12
0.000134920584969223,0.0,4.7138340323119e-13,-2.0942071861374e-12
0.000148246399476193,0.0,5.05019637220272e-13,-2.90699300568853e-12
0.000161572228535078,0.0,9.67305987913114e-13,-4.28427128842945e-12
0.000174898057593964,0.0,1.7639653843507e-12,-6.12234742070061e-12
0.000188223872100934,0.0,2.53543128332645e-12,-7.70100389707595e-12
0.00020154970115982,0.0,2.98858398965762e-12,-8.48403031855627e-12
0.00021487551566679,0.0,3.32888447709956e-12,-8.64413662177155e-12
0.000228201344725676,0.0,3.95349768547715e-12,-8.5593251236693e-12
0.000241527173784561,0.0,4.75220427245682e-12,-7.90334724748432e-12
0.000258184445556253,0.0,5.26827019509124e-12,-4.90038955594518e-12
0.00027484173187986,0.0,4.95033831635072e-12,1.06845175068537e-12
0.000291498989099637,0.0,4.50112343231002e-12,9.02264374325057e-12
0.000308156275423244,0.0,4.41962742445123e-12,1.82567867074157e-11
0.000328713445924222,0.0,4.00123163768473e-12,3.24297082243685e-11
0.000349270616425201,0.0,3.08137716731327e-12,4.99708920076447e-11
0.00036982778692618,0.0,2.41106375316325e-12,6.99384578028983e-11
0.000395524257328361,0.0,1.707233313053e-12,9.88837345339277e-11
0.000421220727730542,0.0,3.17769302624754e-13,1.33885985631466e-10
0.000453295651823282,0.0,-1.66239374696509e-12,1.85948076381059e-10
0.000485370605019853,0.0,-3.92894093995122e-12,2.48634973720741e-10
0.000523554219398648,0.0,-8.71466180468738e-12,3.41075889753739e-10
0.000561737804673612,0.0,-1.49183929099017e-11,4.52199722111857e-10
0.000609467329923064,0.0,-2.42785392484679e-11,6.15371364975914e-10
0.000657196855172515,0.0,-3.55443556532276e-11,8.0290862847221e-10
0.000716858718078583,0.0,-5.02970061433405e-11,1.06324460347196e-09
0.000776520580984652,0.0,-6.60793780804525e-11,1.34885713709565e-09
0.000851097982376814,0.0,-8.86949402811865e-11,1.73872560793598e-09
0.000925675325561315,0.0,-1.13342654706194e-10,2.15018647331533e-09
0.00101889704819769,0.0,-1.41759437521927e-10,2.65997024406772e-09
0.0011121187126264,0.0,-1.67068428535977e-10,3.15193826594395e-09
0.00122864579316229,0.0,-1.97900834608689e-10,3.75389896944966e-09
0.00137430476024747,0.0,-2.35417435545671e-10,4.51449366778434e-09
0.00155637832358479,0.0,-2.87591062075876e-10,5.58394308569632e-09
0.00173845200333744,2.78984483529079e-22,-3.57796903216467e-10,6.902995952629e-09
0.00192052556667477,4.17432046263166e-22,-4.43708042530133e-10,8.45026892903888e-09
0.00210259924642742,3.75639609143299e-22,-5.3326748572502e-10,1.00763370980417e-08
0.00233019120059907,0.0,-6.36659114316984e-10,1.19997771719227e-08
0.00255778315477073,-7.87912252650829e-22,-7.24743098867719e-10,1.37440325786997e-08
0.00278537534177303,-8.72415840611671e-22,-8.12765521551739e-10,1.54853694311896e-08
0.00301296729594469,0.0,-9.15227282849429e-10,1.73882721554719e-08
0.00324055925011635,6.55799482799383e-22,-1.02368979959522e-09,1.93527149860984e-08
0.00346815143711865,6.57952908987568e-22,-1.12021381060146e-09,2.11160759988616e-08
0.00369574339129031,0.0,-1.19152709920911e-09,2.25064589187696e-08
0.00392333557829261,-5.95308921767665e-22,-1.24550092461817e-09,2.36195223379809e-08
0.00415092753246427,0.0,-1.30026334144162e-09,2.46664697556298e-08
0.00437851948663592,0.0,-1.35706368364907e-09,2.56726035985366e-08
0.00460611144080758,0.0,-1.40190370423454e-09,2.64415671580309e-08
0.00483370339497924,0.0,-1.41867873004742e-09,2.67621160787712e-08
0.00506129581481218,0.0,-1.4079885035656e-09,2.66491149147896e-08
0.00528888776898384,0.0,-1.38801914406628e-09,2.63227661889687e-08
0.0055164797231555,9.97190260291292e-22,-1.3687915245697e-09,2.59253010170823e-08
0.00574407167732716,8.26207372766151e-22,-1.34364852577562e-09,2.53691414542345e-08
0.00597166363149881,0.0,-1.29675647997374e-09,2.44518378877956e-08
0.00625615380704403,-1.23100772383104e-21,-1.20233467626463e-09,2.27513261563672e-08
0.00654064398258924,-8.10379465615405e-22,-1.09325926089809e-09,2.07619965664207e-08
0.00682513369247317,0.0,-9.9051777890935e-10,1.87807920326577e-08
0.00710962386801839,4.30724314650816e-22,-8.85328921285122e-10,1.67118958671608e-08
0.0073941140435636,3.82734889182121e-22,-7.58534346445572e-10,1.43303289235064e-08
0.00767860375344753,3.76626253254677e-22,-6.17015771808838e-10,1.17527081400226e-08
0.0080326534807682,-9.85400816104298e-22,-4.61108512483932e-10,8.82742590135877e-09
0.00838670320808887,-2.76441094996451e-21,-3.34995087225565e-10,6.35668717663407e-09
0.00874075293540955,-8.9782125121472e-22,-2.13744105748148e-10,4.05761824140427e-09
0.00909480266273022,1.55284156663169e-21,-9.97395846469296e-11,1.99812366652452e-09
0.00951615534722805,-2.90990567853309e-22,-2.02607514099284e-11,5.03375396920802e-10
0.00993750803172588,-1.54862458128964e-21,-3.69006214473444e-12,9.7543272070677e-11
0.0103588607162237,5.96203098759176e-22,-1.5550356141647e-11,3.52561424499243e-10
0.0107802134007215,1.02747252260639e-21,-6.78187575542388e-11,1.41243272633318e-09
0.0113069033250213,-6.45145341983634e-22,-2.1930011973037e-10,4.20365608988504e-09
0.0118335941806436,1.37705710365752e-21,-4.17084061732353e-10,7.89929899269737e-09
0.0124642597511411,4.46543073539417e-21,-6.70082767051383e-10,1.2755666745079e-08
