Time,U1,U2,U3
0.0,0.0,0.0,0.0
0.00249999994412065,-1.11020801440986e-08,-9.69808001266559e-14,1.32619243820194e-13
0.00499999988824129,-3.94221508770443e-08,2.31236318477433e-14,-3.20163410756982e-14
0.00749999983236194,-7.46614148283697e-08,-1.33723496956607e-14,1.94237394180938e-14
0.00999999977648258,-1.02976059679349e-07,6.80556414174582e-14,-9.54382514857521e-14
0.0125000001862645,-1.13739538676327e-07,4.17702473358515e-14,-5.27884010917586e-14
0.0149999996647239,-1.02827449666165e-07,5.43577905126949e-14,-8.08496336286019e-14
0.0175000000745058,-7.42759382887925e-08,1.40553648770745e-14,-1.02851856534619e-14
0.0199999995529652,-3.92308017183041e-08,-1.80910787652561e-14,1.37599629837525e-14
0.0225000008940697,-1.07688569173092e-08,-4.21799368436476e-14,6.99325309033022e-14
0.025000000372529,-1.0226519631118e-10,-6.23068830145519e-14,7.25139281845637e-14
0.0274999998509884,-1.09667457337537e-08,-3.87901923038989e-14,6.49105064403493e-14
0.0299999993294477,-3.95215025150719e-08,-2.51504427771195e-14,2.41847151029664e-14
0.0324999988079071,-7.46000949902736e-08,2.53264562235589e-14,-2.68634889859102e-14
0.0350000001490116,-1.03001191575913e-07,3.81035501274048e-14,-5.70026475023647e-14
0.0375000014901161,-1.13746139618343e-07,6.39664712799755e-14,-8.53184236042533e-14
0.0399999991059303,-1.02795375767073e-07,3.8818950766524e-14,-5.25909780405443e-14
0.0425000004470348,-7.43262944524758e-08,2.4094985514732e-14,-3.54682713863026e-14
0.0450000017881393,-3.91696133306141e-08,-2.37948055085545e-14,3.6589024724528e-14
0.0474999994039536,-1.08338973348054e-08,-3.96982793859912e-14,4.91731797695825e-14
0.0500000007450581,-3.94595536801212e-11,-6.25774998768043e-14,9.11704251590345e-14
0.0524999983608723,-1.10225197857972e-08,-3.98647179719949e-14,4.85669786180233e-14
0.0549999997019768,-3.94761627831031e-08,-2.34227022407598e-14,3.79725581761779e-14
0.0575000010430813,-7.46330925949223e-08,2.34518503385408e-14,-3.79285802255564e-14
0.0599999986588955,-1.02981118743628e-07,3.97967215551211e-14,-4.87068678033283e-14
0.0625,-1.13753898745017e-07,6.2623239655956e-14,-9.09433322377438e-14
0.0649999976158142,-1.02798431100837e-07,3.97704330405702e-14,-4.9442444767251e-14
0.067500002682209,-7.43145847081905e-08,2.34843594630564e-14,-3.63941732653417e-14
0.0700000002980232,-3.91875154548416e-08,-2.34164646901363e-14,3.5558788715178e-14
0.0724999979138374,-1.0812382988945e-08,-3.99793181416266e-14,5.19142156563471e-14
0.0750000029802322,-6.21892468077867e-11,-6.22568132029738e-14,8.69310930206625e-14
0.0775000005960464,-1.10006874720625e-08,-4.03487566437693e-14,5.41035993133557e-14
0.0799999982118607,-3.9495454018379e-08,-2.26760477799529e-14,3.13399784910521e-14
0.0825000032782555,-7.46175246035818e-08,2.23717003716749e-14,-3.04284117976124e-14
0.0850000008940697,-1.02992324002571e-07,4.12532590824289e-14,-5.67960900478472e-14
0.0874999985098839,-1.13747255170438e-07,6.07762402687548e-14,-8.25769099909064e-14
0.0900000035762787,-1.02800747470155e-07,4.19973300927468e-14,-5.77439978428559e-14
0.0925000011920929,-7.43160626370809e-08,2.09119153200474e-14,-2.84855452214409e-14
0.0949999988079071,-3.91830035084695e-08,-2.05529478391987e-14,2.83258896752788e-14
0.0974999964237213,-1.08190620906612e-08,-4.30630669469821e-14,5.82667865779013e-14
0.100000001490116,-5.42485847909724e-11,-5.90341848755865e-14,8.1572261152827e-14
0.10249999910593,-1.10090461191703e-08,-4.36232403281875e-14,5.84584464169424e-14
0.104999996721745,-3.94874177800375e-08,-1.94357977791309e-14,2.79089580357836e-14
0.107500001788139,-7.46246584526489e-08,1.92444242372259e-14,-2.77739359017936e-14
0.109999999403954,-1.02986504657565e-07,4.42014893924873e-14,-5.88601772031662e-14
0.112499997019768,-1.13751532637707e-07,5.80560583331516e-14,-8.09111011155182e-14
0.115000002086163,-1.02798082934896e-07,4.44587129697777e-14,-5.9190879194565e-14
0.117499999701977,-7.43172066108855e-08,1.87210103918655e-14,-2.71143547338985e-14
0.119999997317791,-3.91832131185765e-08,-1.86279858454663e-14,2.69241009695498e-14
0.122500002384186,-1.08177804492016e-08,-4.47403175434218e-14,5.97627348541789e-14
0.125,-5.63111363094393e-11,-5.75777422159689e-14,7.9948363467669e-14
0.127499997615814,-1.10065299097073e-08,-4.48905913526601e-14,6.0220152974487e-14
0.129999995231628,-3.94901036315787e-08,-1.83244837760697e-14,2.60170184685328e-14
0.132499992847443,-7.46220720770907e-08,1.82576613468608e-14,-2.57703946615444e-14
0.135000005364418,-1.02988799710602e-07,4.50917786182919e-14,-6.0948675848025e-14
0.137500002980232,-1.13749692332021e-07,5.72389561421215e-14,-7.87681755216006e-14
0.140000000596046,-1.02799404544385e-07,4.52215508420749e-14,-6.13491530254869e-14
0.142499998211861,-7.43164321193035e-08,1.79982371779734e-14,-2.49839601454025e-14
0.144999995827675,-3.91834689139614e-08,-1.79350010862632e-14,2.4870000332679e-14
0.147499993443489,-1.08179873947734e-08,-4.54098665950402e-14,6.16935972794219e-14
0.150000005960464,-5.57448288918128e-11,-5.69283661010223e-14,7.81846985699504e-14
0.152500003576279,-1.10073621328866e-08,-4.55200926865323e-14,6.17828000131632e-14
0.155000001192093,-3.9489126635317e-08,-1.77169070430042e-14,2.46762584866535e-14
0.157499998807907,-7.46231023640576e-08,1.76759970457177e-14,-2.46560974084429e-14
