Time,U1,U2,U3
0.0,0.0,0.0,0.0
0.000168418002431281,4.00026127001164e-23,-1.27077445788437e-11,-8.94678706120366e-11
0.000336836004862562,5.1417442620439e-23,-4.16109612044746e-11,-3.11533077113069e-10
0.000505254021845758,2.92128477620985e-23,-6.99772392809273e-11,-5.40735511922463e-10
0.000673672009725124,-6.43585858637321e-23,-9.01881624937317e-11,-6.97094548751664e-10
0.000842089997604489,-1.43310202328065e-22,-8.92142956732123e-11,-7.23131665658627e-10
0.00101050804369152,-1.99697929346165e-22,-8.49247686063315e-11,-6.94072355145181e-10
0.00117892597336322,-1.1326886444431e-22,-7.87440807004103e-11,-6.57478960164326e-10
0.00134734401945025,4.16381801030165e-23,-7.99084340363798e-11,-6.54571286062833e-10
0.00151576194912195,1.86750500459179e-22,-8.22430942792884e-11,-6.49302833721777e-10
0.00168417999520898,1.93044840554599e-22,-7.42747391369036e-11,-5.73800840175664e-10
0.00185259804129601,8.5956177499054e-23,-5.49604875499377e-11,-4.09325490169365e-10
0.00202101608738303,-7.18798381695989e-23,-2.67259374353568e-11,-1.94210314496956e-10
0.00218943390063941,-9.3367853869742e-23,-5.93094106812742e-12,-3.90114572590416e-11
0.00235785194672644,-1.09191207715343e-23,-4.90261173671791e-12,-3.29003733978706e-11
0.00252626999281347,1.12556415761813e-22,-2.50019813879954e-11,-1.92988930391991e-10
0.00269468803890049,9.06568986590701e-23,-5.81631999507781e-11,-4.46476688953368e-10
0.00286310608498752,-7.25943378904501e-23,-8.63751015156566e-11,-6.72109867760895e-10
0.0030315238982439,-2.89786501054677e-22,-9.86301526562094e-11,-7.813192870465e-10
0.00319994194433093,-3.29387798124202e-22,-9.54996359769922e-11,-7.69904417996514e-10
0.00336835999041796,-1.39574144459163e-22,-8.31202884299387e-11,-6.89760026872932e-10
0.00353677803650498,1.694032850703e-22,-7.54600965047203e-11,-6.23175788749819e-10
0.00370519608259201,3.43035293732918e-22,-7.19518125635865e-11,-5.83897485917362e-10
0.00387361389584839,2.76332648710088e-22,-7.00999605585118e-11,-5.46017397962117e-10
0.00404203217476606,2.30878966134128e-23,-6.01375615971733e-11,-4.52000631367966e-10
0.00421045022085309,-1.75658270472881e-22,-4.03067718091066e-11,-2.92808444157799e-10
0.00437886780127883,-1.59660284910969e-22,-1.78936830630416e-11,-1.23888746483836e-10
0.00454728584736586,6.20862562490248e-23,-6.32957661977906e-12,-4.25389654057362e-11
0.00471570389345288,2.69859950319441e-22,-1.44313970495968e-11,-1.13684367475386e-10
0.00488412193953991,2.80584293444868e-22,-4.21835968933415e-11,-3.28708116281717e-10
0.00505253998562694,3.58233853964366e-23,-7.52026288464158e-11,-5.89268300821288e-10
0.00522095803171396,-2.72446151911118e-22,-9.97590551832239e-11,-7.83507481116885e-10
0.00538937607780099,-4.11330831939118e-22,-1.04895439556607e-10,-8.37331926017981e-10
0.00555779412388802,-2.60370647827229e-22,-9.45796010953792e-11,-7.68575147969131e-10
0.00572621216997504,6.93813957759063e-23,-7.83154929795415e-11,-6.47887576921136e-10
0.00589463021606207,3.39082532617909e-22,-6.66267457871683e-11,-5.48983802861613e-10
0.00606304779648781,3.33523297290184e-22,-6.15038159290648e-11,-4.90140539266548e-10
0.00623146584257483,7.75299565844921e-23,-5.73816098803359e-11,-4.36841701700885e-10
0.00639988388866186,-2.0264708268489e-22,-4.71411382152453e-11,-3.44474837543629e-10
0.00656830193474889,-2.59828921266396e-22,-3.05217864871032e-11,-2.13949538641067e-10
0.00673671998083591,-3.92082076804535e-23,-1.48921413395398e-11,-1.03185668343109e-10
0.00690513802692294,2.9058094078422e-22,-1.26497727223618e-11,-9.65144075770752e-11
0.00707355607300997,4.37640138300031e-22,-2.91784825467989e-11,-2.33534552807058e-10
0.00724197411909699,2.47862115904359e-22,-6.02154159867752e-11,-4.76993222697786e-10
0.00741039216518402,-1.75976326568091e-22,-9.1509307076354e-11,-7.22011783693688e-10
0.00757881021127105,-5.30163753229006e-22,-1.08710103419174e-10,-8.6141488386815e-10
0.00774722779169679,-5.43226431538801e-22,-1.05975506148326e-10,-8.49556924809036e-10
0.00791564583778381,-1.89404354762087e-22,-8.86846360237392e-11,-7.23260507040635e-10
0.00808406434953213,2.75041542154618e-22,-6.86414119988044e-11,-5.67117408589723e-10
0.00825248192995787,5.14601711135981e-22,-5.53935682046092e-11,-4.51319759342539e-10
0.00842090044170618,3.75976812470401e-22,-4.97615663952455e-11,-3.8763128817898e-10
0.00858931802213192,-1.62277375534681e-24,-4.60330003282383e-11,-3.39545808136776e-10
0.00875773560255766,-3.01354281638191e-22,-3.78639931908342e-11,-2.68104899392441e-10
0.00892615411430597,-2.74905681374078e-22,-2.59621942000354e-11,-1.80387788040193e-10
0.00909457169473171,3.64879249784384e-23,-1.81714625985263e-11,-1.33330749219063e-10
0.00926299020648003,3.48471062862644e-22,-2.403558255204e-11,-1.92593163639287e-10
0.00943140778690577,3.63137261889926e-22,-4.64783767029076e-11,-3.74883568632356e-10
0.00959982629865408,0.0,-7.78795847256042e-11,-6.21236173614648e-10
0.00976824387907982,-4.48945663653326e-22,-1.03972365439464e-10,-8.25052248742963e-10
0.00993666239082813,-6.61283744786675e-22,-1.1256193199749e-10,-8.95615526186333e-10
0.0101050799712539,-4.25653794431094e-22,-1.01157436593891e-10,-8.1344586622123e-10
0.0102734975516796,1.24067840122258e-22,-7.81090886414759e-11,-6.37514874224365e-10
0.0104419160634279,6.09290667208253e-22,-5.59122609322671e-11,-4.597804359463e-10
