Time,U1,U2,U3
0.0,0.0,0.0,0.0
6.09681364949211e-07,0.0,2.09149335946566e-25,3.16778633582236e-24
1.21936272989842e-06,0.0,6.08762777267697e-24,9.78197115022662e-23
1.82904409484763e-06,0.0,8.14470864301341e-23,1.45205084087729e-21
2.59114585787756e-06,0.0,4.89862528277271e-22,3.43099751620592e-20
3.54377289113472e-06,0.0,-1.2488731529295e-19,6.46856221293445e-19
4.73455656901933e-06,0.0,-8.0505063603509e-18,6.87973436008774e-18
6.22303650743561e-06,0.0,-2.20288004176214e-16,2.76232581504837e-17
8.08363620308228e-06,0.0,-2.8825354934605e-15,-2.01930642922175e-16
1.04093860500143e-05,0.0,-1.67980050442412e-14,-3.12433883594614e-15
1.33165731313056e-05,0.0,-2.8448543434173e-14,-1.4343661011002e-14
1.69505583471619e-05,0.0,6.71925080679425e-14,-1.27123407761272e-14
2.14930369111244e-05,0.0,1.71646835742285e-13,1.13454357670781e-13
2.71711378445616e-05,0.0,-2.09356566371194e-13,4.60829182973022e-13
3.28492387779988e-05,0.0,-8.37636817546672e-13,8.93348437759622e-13
3.85273378924467e-05,0.0,-1.75844018165949e-12,1.49730987157592e-12
4.42054370068945e-05,0.0,-3.12681976664952e-12,2.14466617208531e-12
4.98835397593211e-05,0.0,-3.70702383720167e-12,2.28126371959458e-12
5.5561638873769e-05,0.0,-3.71429623169384e-12,2.11816046473412e-12
6.12397416261956e-05,0.0,-4.4875366443653e-12,2.22392113405356e-12
6.83373655192554e-05,0.0,-5.57694732408742e-12,1.90213665131334e-12
7.72093917476013e-05,0.0,-6.11718748572132e-12,5.99558000902861e-13
8.82994354469702e-05,0.0,-7.42277333348751e-12,-6.68284221364002e-13
9.93894718703814e-05,0.0,-9.58077540913482e-12,-2.81788568173846e-12
0.00011047951556975,0.0,-1.07107022903619e-11,-6.39761290818774e-12
0.000121569551993161,0.0,-1.17920690573259e-11,-9.74355405386484e-12
0.000134808011353016,0.0,-1.35962812189416e-11,-1.44970034240965e-11
0.000148046456160955,0.0,-1.53993484630632e-11,-1.94243371387515e-11
0.00016128491552081,0.0,-1.87845537735765e-11,-2.26457637364508e-11
0.000174523374880664,0.0,-2.16147325732274e-11,-2.64522414389345e-11
0.000187761819688603,0.0,-2.44114155972808e-11,-3.02456844292198e-11
0.000201000279048458,0.0,-2.87050400810118e-11,-3.22454528356442e-11
0.000214238723856397,0.0,-3.26545873674533e-11,-3.51517287500158e-11
0.000227477183216251,0.0,-3.66135004259416e-11,-3.87228998866007e-11
0.000240715642576106,0.0,-4.05981290252377e-11,-4.2207393829985e-11
0.000257074047112837,0.0,-4.49863618579016e-11,-4.89386031699013e-11
0.000273432466201484,0.0,-4.95536112143924e-11,-5.6256131697463e-11
0.000289790885290131,0.0,-5.41263492359612e-11,-6.39687816605949e-11
0.000306149304378778,0.0,-5.79362460784161e-11,-7.31570706791196e-11
0.000326148845488206,0.0,-6.38050307033566e-11,-8.20572984561174e-11
0.000346148386597633,0.0,-7.06277536455246e-11,-8.94508703219721e-11
0.000366147927707061,0.0,-7.67580443650218e-11,-9.63173915624616e-11
0.000391039269743487,0.0,-8.53244766507721e-11,-1.03330531631141e-10
0.000415930640883744,0.0,-9.31424729011532e-11,-1.12168718757744e-10
0.000446164107415825,0.0,-1.00599119312594e-10,-1.25492102820424e-10
0.000476397573947906,0.0,-1.06971272118006e-10,-1.40291681050009e-10
0.000506631040479988,0.0,-1.13350127894929e-10,-1.52836132638612e-10
0.000544422888197005,0.0,-1.21533144659125e-10,-1.63002555897407e-10
0.00059046660317108,0.0,-1.30082430938039e-10,-1.7240583960465e-10
0.000636510376352817,0.0,-1.35593994365912e-10,-1.83755344274061e-10
0.000682554149534553,0.0,-1.37105493625e-10,-1.97120667011497e-10
0.000740108836907893,0.0,-1.39214043071156e-10,-2.05335207170698e-10
0.000797663524281234,0.0,-1.40256556369067e-10,-2.07178760258664e-10
0.000869606912601739,0.0,-1.37929070942455e-10,-2.13103451551788e-10
0.000959536118898541,0.0,-1.34388056238777e-10,-2.19704879289573e-10
0.00107194762676954,0.0,-1.34959515785127e-10,-2.18795245809922e-10
0.00118435907643288,0.0,-1.38361391788244e-10,-2.23619261996433e-10
0.00132487353403121,0.0,-1.45334771994854e-10,-2.26209162512703e-10
0.00146538787521422,0.0,-1.49506448887671e-10,-2.12757936268737e-10
0.001606858917512,0.0,-1.36498631841953e-10,-1.88839235915061e-10
0.00174832984339446,-2.67873876239133e-23,-1.08471003013033e-10,-1.40513670143783e-10
0.00188980088569224,-5.61112912242488e-23,-6.84476850199012e-11,-8.39945266117859e-11
0.0020312718115747,-5.77710040817359e-23,-2.9953799857152e-11,-3.71662076115165e-11
0.0021727429702878,-3.2003683028033e-23,-1.06111742656512e-11,-8.18396826002266e-12
0.00231421389617026,-7.32096446633571e-24,-1.52393826724495e-11,-1.62215432059076e-11
0.00245568482205272,2.24226770333107e-23,-4.36372014911424e-11,-5.27663329696892e-11
0.00259715598076582,5.33395179932281e-23,-8.42675651480107e-11,-1.04537142830985e-10
0.00273862690664828,5.27893884860323e-23,-1.20202833797656e-10,-1.59906352048544e-10
0.00288009783253074,3.23163464700955e-23,-1.42847372819332e-10,-1.98301125520217e-10
0.00302156899124384,0.0,-1.48727932747228e-10,-2.1990437248931e-10
0.0031630399171263,0.0,-1.44110182120905e-10,-2.27527732765687e-10
0.00330451084300876,0.0,-1.39511499575029e-10,-2.26064153507899e-10
0.00344598200172186,0.0,-1.39249958786003e-10,-2.25418531063504e-10
0.00358745292760432,0.0,-1.43535960894781e-10,-2.2030864632594e-10
