Time,U3
0.0,0.0
9.99999974737875e-06,7.4668203197757e-19
1.99999994947575e-05,4.00233903643681e-18
2.99999992421363e-05,1.0004757780635e-17
4.24999998358544e-05,2.02803229132913e-17
5.81249987590127e-05,1.8083107867585e-17
7.7656251960434e-05,3.65282164410029e-16
0.000102070313005242,5.23979790424136e-15
0.000132587883854285,2.86575911655554e-14
0.000170734856510535,7.26635819656846e-14
0.000218418572330847,3.02940046095421e-14
0.000278023217106238,-3.6652771746512e-13
0.000352529023075476,-1.03783615815894e-12
0.000441417942056432,-4.03886654481121e-14
0.000530306831933558,5.79573498568631e-12
0.000619195750914514,1.92161061368656e-11
0.000708084611687809,4.3353081541353e-11
0.000796973530668765,8.24449050695897e-11
0.000885862449649721,1.40777625667887e-10
0.000974751310423017,2.21515264464678e-10
0.00106364022940397,3.26663501803992e-10
0.00115252914838493,4.5747300392307e-10
0.00124141806736588,6.14742756699371e-10
0.00133030698634684,7.98718757799577e-10
0.00141919578891248,1.0086893542649e-09
0.00150808470789343,1.24337851126199e-09
0.00159697362687439,1.5022922905672e-09
0.00168586254585534,1.78621639701504e-09
0.0017747514648363,2.09631423331302e-09
0.00186364038381726,2.43386177878335e-09
0.00195252918638289,2.80119061280004e-09
0.00204141810536385,3.20184967428361e-09
0.0021303070243448,3.63949892445703e-09
0.00221919594332576,4.11707246072979e-09
0.00230808486230671,4.63683491602751e-09
0.00239697378128767,5.20059462161271e-09
0.00248586270026863,5.80953685158647e-09
0.00257475161924958,6.4637606378426e-09
0.00266364053823054,7.16207892992315e-09
0.00275252922438085,7.90271936779163e-09
0.00284141814336181,8.68432703526878e-09
0.00293030706234276,9.50598977311756e-09
0.00301919598132372,1.0366772329462e-08
0.00310808490030468,1.12661533435698e-08
0.00319697381928563,1.22049144124503e-08
0.00328586273826659,1.31850077522699e-08
0.00337475165724754,1.42086351573312e-08
0.0034636405762285,1.52778145690036e-08
0.00355252949520946,1.6394505308881e-08
0.00364141841419041,1.75605379126864e-08
0.00373030733317137,1.87770741177928e-08
0.00381919601932168,2.00440197772878e-08
0.00390808517113328,2.1360005320048e-08
0.00399697385728359,2.27230412264134e-08
0.00408586300909519,2.41310100790315e-08
0.0041747516952455,2.55814871508164e-08
0.0042636408470571,2.7071731523165e-08
0.00435252953320742,2.85994818938207e-08
0.00444141821935773,3.01636760013935e-08
0.00453030737116933,3.17642161462572e-08
0.00461919605731964,3.34014238489999e-08
0.00470808520913124,3.50759918887888e-08
0.00479697389528155,3.67891139774201e-08
0.00488586304709315,3.85421898840832e-08
0.00497475173324347,4.03361006817704e-08
0.00506364088505507,4.21706616293704e-08
0.00515252957120538,4.40446790150872e-08
0.00524141872301698,4.59563196386625e-08
0.00533030740916729,4.79031214695169e-08
0.00541919656097889,4.98817875893565e-08
0.0055080852471292,5.18884810674081e-08
0.00559697393327951,5.39196953752707e-08
0.00568586308509111,5.5972737555976e-08
0.00577475177124143,5.80455825627268e-08
0.00586364092305303,6.01367347030646e-08
0.00595252960920334,6.22454905396808e-08
0.00604141876101494,6.43720667881098e-08
0.00613030744716525,6.65171882019422e-08
0.00621919659897685,6.86813663719477e-08
0.00630808528512716,7.08645302438526e-08
0.00639697443693876,7.30660048020582e-08
0.00648586312308908,7.52845323859219e-08
0.00657475180923939,7.75179529455272e-08
0.00666364096105099,7.97629908788622e-08
0.0067525296472013,8.20156884628886e-08
0.0068414187990129,8.42721021854231e-08
0.00693030748516321,8.65286082785133e-08
0.00701919663697481,8.87818529804463e-08
0.00710808532312512,9.10290438582706e-08
0.00719697447493672,9.3268347711728e-08
0.00728586316108704,9.54990824197921e-08
0.00737475231289864,9.7721247982463e-08
0.00746364099904895,9.99350930896981e-08
0.00755253015086055,1.02140838009745e-07
0.00764141883701086,1.0433860353487e-07
0.00773030752316117,1.06528084131696e-07
0.00781919620931149,1.08708043455863e-07
0.00790808536112309,1.10876158032625e-07
0.00799697451293468,1.13029351211935e-07
0.00808586366474628,1.15164212388663e-07
0.00817475188523531,1.17277096478574e-07
0.00826364103704691,1.1936428734316e-07
0.00835253018885851,1.21422445431563e-07
0.00844141934067011,1.23449197531045e-07
0.00853030756115913,1.25443179399554e-07
0.00861919671297073,1.27403879446319e-07
0.00870808586478233,1.29331425569035e-07
0.00879697408527136,1.31226457256162e-07
0.00888586323708296,1.33089955056676e-07
0.00888889003545046,1.331528665105e-07
