1,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98058141471787e-08,3.92534555935615e-08,2.51121716355481e-08,6.25716604203046e-09,2.76505949449663e-09,1.54177437464152e-09,9.78742887914144e-10,6.73500471829672e-10,4.90648268212213e-10,3.57922955644945e-10,2.92984711872175e-10,2.36765722354859e-10,1.9980779153624e-10,1.59230485963386e-10,1.39709608162118e-10,1.42251296034629e-10,1.82441983182593e-10,2.67508364477307e-10,5.38185137446384e-10,1.02566124114911e-08
10,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057422576216e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669671288715e-09,2.76454053045735e-09,1.54176095462743e-09,9.75173620435887e-10,6.66725486008441e-10,4.80046453958756e-10,3.57922955644945e-10,2.76248715055095e-10,2.15824582823569e-10,1.72085230282705e-10,1.39118339948474e-10,1.12932707912031e-10,1.15301999966068e-10,1.57037318754329e-10,2.38922174532376e-10,4.58515313714359e-10,1.02566124114911e-08
20,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057422576216e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669671288715e-09,2.76454022137661e-09,1.54176095462743e-09,9.75171613469963e-10,6.66681211846916e-10,4.79841370414805e-10,3.57678213723323e-10,2.72987395747305e-10,2.11720246059577e-10,1.66166288103074e-10,1.30339768715508e-10,1.03491381978506e-10,9.90246114204588e-11,1.38140263354546e-10,2.14816486792917e-10,4.26835879623629e-10,1.02566124114911e-08
30,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057422576216e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669671288715e-09,2.76453997569903e-09,1.54176095462743e-09,9.75171613469963e-10,6.66681211846916e-10,4.79836462041646e-10,3.57581522123579e-10,2.72643220541214e-10,2.10641438634259e-10,1.63514105276705e-10,1.2648295363161e-10,9.4319237745972e-11,9.10723254991768e-11,1.26716516868515e-10,1.95401321026829e-10,4.03404439705499e-10,1.02566124114911e-08
40,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057422576216e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669658578352e-09,2.76453966661829e-09,1.54176095462743e-09,9.75171613469963e-10,6.66681211846916e-10,4.79836462041646e-10,3.57580206577079e-10,2.7257914827496e-10,2.10354654648211e-10,1.62688120377278e-10,1.24603836835064e-10,9.31638204067906e-11,8.48056706861223e-11,1.1535409279989e-10,1.80304878939673e-10,3.65324184106626e-10,1.02566124114911e-08
50,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057422576216e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669658578352e-09,2.76453917526314e-09,1.54176095462743e-09,9.75171613469963e-10,6.66681211846916e-10,4.79836462041646e-10,3.57580206577079e-10,2.72572199795915e-10,2.10302130650202e-10,1.62436024709838e-10,1.23859950017305e-10,9.09543547713006e-11,8.02100830583155e-11,1.10404151420778e-10,1.68927872170363e-10,3.50470404331905e-10,1.02566124114911e-08
100,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057422576216e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669658578352e-09,2.76453886618239e-09,1.54176095462743e-09,9.75171613469963e-10,6.66681211846916e-10,4.79836462041646e-10,3.57580206577079e-10,2.72571355864387e-10,2.10281924307015e-10,1.62318394911688e-10,1.23467538295381e-10,8.9967118656632e-11,7.87740307639714e-11,1.0687414923863e-10,1.62784325527686e-10,3.39039829650797e-10,1.02566124114911e-08
150,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057422576216e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669658578352e-09,2.76453855710165e-09,1.54176095462743e-09,9.75171613469963e-10,6.66681211846916e-10,4.79836462041646e-10,3.57580206577079e-10,2.72571355864387e-10,2.10280519820482e-10,1.62293229085295e-10,1.23318395355167e-10,8.96896692388349e-11,7.77679412450299e-11,1.03393070641824e-10,1.57756983416355e-10,3.20916712513615e-10,1.02566124114911e-08
200,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057422576216e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669658578352e-09,2.7645380657465e-09,1.54176095462743e-09,9.75171613469963e-10,6.66681211846916e-10,4.79836462041646e-10,3.57580206577079e-10,2.72571355864387e-10,2.10279532026646e-10,1.62281284450561e-10,1.23240107001366e-10,8.93226102080682e-11,7.67049451215283e-11,1.01890036208902e-10,1.54482124977467e-10,3.1422762623866e-10,1.02566124114911e-08
250,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057422576216e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669658578352e-09,2.76453775666576e-09,1.54176095462743e-09,9.75171613469963e-10,6.66681211846916e-10,4.79836462041646e-10,3.57580206577079e-10,2.72571355864387e-10,2.10279417197224e-10,1.62278004199028e-10,1.23202640872963e-10,8.92344422855256e-11,7.63792973588597e-11,1.00825485328783e-10,1.51692156624143e-10,3.08433983844376e-10,1.02566124114911e-08
300,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057422576216e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669622164907e-09,2.76453726531061e-09,1.54176095462743e-09,9.75171613469963e-10,6.66681211846916e-10,4.79836462041646e-10,3.57580206577079e-10,2.72571355864387e-10,2.10279359782514e-10,1.62276952845088e-10,1.23188642697868e-10,8.9166355800778e-11,7.61435527416982e-11,1.00072946732978e-10,1.49656223907126e-10,2.99845242047447e-10,1.02566124114911e-08
350,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057422576216e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669609454544e-09,2.76453695622986e-09,1.54176095462743e-09,9.75171613469963e-10,6.66681211846916e-10,4.79836462041646e-10,3.57580206577079e-10,2.72571355864387e-10,2.10279356085207e-10,1.62276609938278e-10,1.23183299627594e-10,8.91123411262849e-11,7.5897608905277e-11,9.94317472482665e-11,1.48037563424576e-10,2.96854354438283e-10,1.02566124114911e-08
400,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057422576216e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669609454544e-09,2.76453646487471e-09,1.54176095462743e-09,9.75171613469963e-10,6.66681211846916e-10,4.79836462041646e-10,3.57580206577079e-10,2.72571355864387e-10,2.10279356085207e-10,1.62276609938278e-10,1.23180621100477e-10,8.91057656372802e-11,7.58237527766848e-11,9.91114428435367e-11,1.4679262850722e-10,2.9394197039594e-10,1.02566124114911e-08
450,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057422576216e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669609454544e-09,2.76453615579397e-09,1.54176095462743e-09,9.75171613469963e-10,6.66681211846916e-10,4.79836462041646e-10,3.57580206577079e-10,2.72571355864387e-10,2.10279356085207e-10,1.62276609938278e-10,1.23179454364754e-10,8.90925126693919e-11,7.57621095684164e-11,9.88049794813567e-11,1.45950127696589e-10,2.90048205296678e-10,1.02566124114911e-08
500,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057422576216e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669609454544e-09,2.76453566443882e-09,1.54176095462743e-09,9.75171613469963e-10,6.66681211846916e-10,4.79836462041646e-10,3.57580206577079e-10,2.72571355864387e-10,2.10279356085207e-10,1.62276609938278e-10,1.23178763462873e-10,8.90868118712119e-11,7.57115149043262e-11,9.86506786752576e-11,1.45428125904571e-10,2.88561975155919e-10,1.02566124114911e-08
550,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057422576216e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669609454544e-09,2.76453535535807e-09,1.54176095462743e-09,9.75171613469963e-10,6.66681211846916e-10,4.79836462041646e-10,3.57580206577079e-10,2.72571355864387e-10,2.10279356085207e-10,1.62276609938278e-10,1.23178403264605e-10,8.90853522615892e-11,7.56888198236208e-11,9.85484079459509e-11,1.45109527233615e-10,2.86251442597042e-10,1.02566124114911e-08
600,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057422576216e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669609454544e-09,2.76453480059975e-09,1.54176095462743e-09,9.75171613469963e-10,6.66681211846916e-10,4.79836462041646e-10,3.57580206577079e-10,2.72571355864387e-10,2.10279356085207e-10,1.62276609938278e-10,1.2317812810439e-10,8.90830134387475e-11,7.56802839725595e-11,9.84478389743255e-11,1.44733681546533e-10,2.85373013528067e-10,1.02566124114911e-08
650,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057422576216e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669596744182e-09,2.764534491519e-09,1.54176095462743e-09,9.75171613469963e-10,6.66681211846916e-10,4.79836462041646e-10,3.57580206577079e-10,2.72571355864387e-10,2.10279356085207e-10,1.62276609938278e-10,1.23177903587179e-10,8.90826713455758e-11,7.56684730242318e-11,9.84039887360436e-11,1.44523784509871e-10,2.84620440442104e-10,1.02566124114911e-08
700,6.29246428170357e-05,6.28476435101846e-07,1.57097894933191e-07,6.98057393468956e-08,3.92533922922479e-08,2.51120530373841e-08,6.25669596744182e-09,2.76453400016386e-09,1.54176095462743e-09,9.75171613469963e-10,6.66681211846916e-10,4.79836462041646e-10,3.57580206577079e-10,2.72571355864387e-10,2.10279356085207e-10,1.62276609938278e-10,1.23177707415977e-10,8.90821806591287e-11,7.56632514975265e-11,9.83726642195695e-11,1.44352641221295e-10,2.83514547355745e-10,1.02566124114911e-08
750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
