1,2.93154520142126,2.9315100474541,2.93140355238453,2.93122566767809,2.9309772828024,2.93065785769878,2.92800353646379,2.92340524707512,2.91657615271316,2.90923895134117,2.90074993121132,2.89156351163421,2.85767234944463,2.87338989816456,2.86555384861575,2.87176173488667,2.89718749774259,2.90525236882521,3.44785000501931,3.43963466494935,3.43079105034922,3.41829176115522,3.40474101739212
10,2.93154520142126,2.9315100474541,2.93140355238453,2.93122539742773,2.93097596952613,2.93065453165369,2.92794277093597,2.92329097826959,2.9164813768564,2.90716565041659,2.89483906165215,2.87881044338656,2.85767234944463,2.83686759863052,2.80589345944301,2.77246890414491,2.73401706809478,2.83343284106463,3.45809531771407,3.44485446120733,3.43210938434639,3.42020938248952,3.40474101739212
20,2.93154520142126,2.9315100474541,2.93140355238453,2.93122539742773,2.93097596952613,2.93065453165369,2.92794277093597,2.9232909813238,2.9164813768564,2.90716427984082,2.89480024774605,2.87855750567821,2.85724943283788,2.82916248426326,2.79262628637555,2.7465282162748,2.68141561380034,2.61512263256392,3.40336250485714,3.44993591109908,3.43489185899189,3.42118230734826,3.40474101739212
30,2.93154520142126,2.9315100474541,2.93140355238453,2.93122539742773,2.93097596952613,2.93065453165369,2.92794277093597,2.92329091733399,2.9164813768564,2.90716427984082,2.89480024774605,2.87855049677943,2.85708213962577,2.828337426658,2.78904238549561,2.73421200657767,2.65565184015711,2.60996436243359,3.47130892604666,3.45372849932909,3.43762574486112,3.42199986875184,3.40474101739212
40,2.93154520142126,2.9315100474541,2.93140355238453,2.93122539742773,2.93097596952613,2.93065453165369,2.92794282595757,2.9232909203882,2.9164813768564,2.90716427984082,2.89480024774605,2.87855049677943,2.85707979811064,2.8281832072862,2.78808264668035,2.73028325925077,2.64243403602805,2.50803194125418,3.47591785058636,3.45822927158208,3.44015271578731,3.42355041568545,3.40474101739212
50,2.93154520142126,2.9315100474541,2.93140355238453,2.93122539742773,2.93097596952613,2.93065453165369,2.92794282595757,2.9232911161838,2.9164813768564,2.90716427984082,2.89480024774605,2.87855049677943,2.85707979811064,2.82816646820662,2.78790664596565,2.72907498881746,2.6370744492893,2.49443524573386,3.47974084391962,3.46047279097316,3.4423509950497,3.4242461769908,3.40474101739212
100,2.93154520142126,2.9315100474541,2.93140355238453,2.93122539742773,2.93097596952613,2.93065453165369,2.92794282595757,2.92329111923804,2.9164813768564,2.90716427984082,2.89480024774605,2.87855049677943,2.85707979811064,2.82816411359229,2.78783895493161,2.72850974418467,2.63421733432065,2.48086878346404,3.48102385870158,3.46219665158745,3.44366371730245,3.42482255012866,3.40474101739212
150,2.93154520142126,2.9315100474541,2.93140355238453,2.93122539742773,2.93097596952613,2.93065453165369,2.92794282595757,2.92329080355705,2.9164813768564,2.90716427984082,2.89480024774605,2.87855049677943,2.85707979811064,2.82816411359229,2.78783411972459,2.72838873214663,2.63312640898139,2.46654432816373,3.48195015265865,3.46400898116517,3.4448128263006,3.42581970217514,3.40474101739212
200,2.93154520142126,2.9315100474541,2.93140355238453,2.93122539742773,2.93097596952613,2.93065453165369,2.92794282595757,2.92329099431259,2.9164813768564,2.90716427984082,2.89480024774605,2.87855049677943,2.85707979811064,2.82816411359229,2.78783095515723,2.72833103709791,2.63255283000579,2.46678126094549,3.48295443052724,3.46482860861193,3.44560085914265,3.42621695452709,3.40474101739212
250,2.93154520142126,2.9315100474541,2.93140355238453,2.93122539742773,2.93097596952613,2.93065453165369,2.9279425442946,2.9232909973668,2.9164813768564,2.90716427984082,2.89480024774605,2.87855049677943,2.85707979811064,2.82816411359229,2.78783061124915,2.72831538163208,2.63227870811344,2.46176565669397,3.48326718321621,3.46542353544894,3.44629899766122,3.42657458092391,3.40474101739212
300,2.93154520142126,2.9315100474541,2.93140355238453,2.93122539742773,2.93097596952613,2.93065453165369,2.92794271469839,2.92329119316256,2.9164813768564,2.90716427984082,2.89480024774605,2.87855049677943,2.85707979811064,2.82816411359229,2.78783030827489,2.72831008952134,2.63217678850886,2.46292549030118,3.48349530273763,3.46585176460568,3.44682441290237,3.42713011102774,3.40474101739212
350,2.93154520142126,2.9315100474541,2.93140355238453,2.93122539742773,2.93097596952613,2.93065453165369,2.92794277417901,2.92329087748139,2.9164813768564,2.90716427984082,2.89480024774605,2.87855049677943,2.85707979811064,2.82816411359229,2.78783035329199,2.72830842759928,2.63213855080546,2.46217101276817,3.48373503549307,3.46622122367431,3.44725197265661,3.42733058597076,3.40474101739212
400,2.93154520142126,2.9315100474541,2.93140355238453,2.93122539742773,2.93097596952613,2.93065453165369,2.92794277417901,2.92329106823706,2.9164813768564,2.90716427984082,2.89480024774605,2.87855049677943,2.85707979811064,2.82816411359229,2.78783035329199,2.72830842759928,2.63211958665083,2.46174197790693,3.48380721116018,3.46640731273081,3.44758740971366,3.42753023194789,3.40474101739212
450,2.93154520142126,2.9315100474541,2.93140355238453,2.93122539742773,2.93097596952613,2.93065453165369,2.92794277417901,2.92329107129128,2.9164813768564,2.90716427984082,2.89480024774605,2.87855049677943,2.85707979811064,2.82816411359229,2.78783035329199,2.72830842759928,2.63211221782366,2.4617168431531,3.48386771048625,3.4665864473332,3.44781747571936,3.42780330100719,3.40474101739212
