Time,U3
0.0,0.0
9.99999974737875e-06,-4.5479355391478e-21
1.99999994947575e-05,-8.43556332989134e-20
2.99999992421363e-05,-7.12765610610152e-19
4.24999998358544e-05,-1.54474976437785e-18
5.81249987590127e-05,1.00601196555442e-16
7.7656251960434e-05,1.25836453429784e-15
0.000102070313005242,4.57409565275289e-15
0.000132587883854285,-5.35200605283003e-15
0.000170734856510535,-8.42389919213267e-14
0.000218418572330847,-2.72035323954645e-13
0.000278023217106238,-3.42969088459183e-13
0.000341685226885602,5.8185032313085e-13
0.000405347236664966,3.73790191507406e-12
0.000469009217340499,1.04420604107869e-11
0.000532671227119863,2.21925550852875e-11
0.000596333236899227,4.08185013567319e-11
0.000659995246678591,6.82742543056669e-11
0.000723657198250294,1.06284661627321e-10
0.000787319208029658,1.56164678410953e-10
0.000850981217809021,2.18891405001642e-10
0.000914643227588385,2.95190039079074e-10
0.000978305237367749,3.85519477452689e-10
0.00104196718893945,4.89921603286092e-10
0.00110562925692648,6.08038341898265e-10
0.00116929120849818,7.39441397001883e-10
0.0012329532764852,8.83899564652069e-10
0.00129661522805691,1.04140662759988e-09
0.00136027717962861,1.21206611414237e-09
0.00142393924761564,1.39617206684761e-09
0.00148760119918734,1.59446589265144e-09
0.00155126326717436,1.80815096229026e-09
0.00161492521874607,2.0386450305665e-09
0.00167858717031777,2.28734586826818e-09
0.00174224923830479,2.55557930373129e-09
0.0018059111898765,2.8446189848097e-09
0.00186957325786352,3.15558956742734e-09
0.00193323520943522,3.48923778759058e-09
0.00199689716100693,3.84576726020214e-09
0.00206055911257863,4.22494883522972e-09
0.00212422129698098,4.62634064390954e-09
0.00218788324855268,5.04936048528748e-09
0.00225154520012438,5.4932312032463e-09
0.00231520715169609,5.95704863215474e-09
0.00237886933609843,6.44007069894315e-09
0.00244253128767014,6.94194346451127e-09
0.00250619323924184,7.46266959339437e-09
0.00256985519081354,8.00248400878445e-09
0.00263351714238524,8.56183568487268e-09
0.00269717932678759,9.14144315800058e-09
0.00276084127835929,9.74225589089883e-09
0.002824503229931,1.03652331162607e-08
0.0028881651815027,1.10110800477514e-08
0.0029518271330744,1.16801555094526e-08
0.00301548931747675,1.23725358847082e-08
0.00307915126904845,1.30880106752329e-08
0.00314281322062016,1.38259643733818e-08
0.00320647517219186,1.45853205069102e-08
0.00327013712376356,1.53647228273712e-08
0.00333379930816591,1.61627902173223e-08
0.00339746125973761,1.69782392589468e-08
0.00346112321130931,1.78098797931625e-08
0.00352478516288102,1.86566744275751e-08
0.00358844711445272,1.95178984085942e-08
0.00365210929885507,2.0393260413698e-08
0.00371577125042677,2.12828386025876e-08
0.00377943320199847,2.21868852179341e-08
0.00384309515357018,2.3105693358616e-08
0.00390675710514188,2.40395721107234e-08
0.00397041905671358,2.49887932568527e-08
0.00403408100828528,2.59534118640659e-08
0.00409774342551827,2.69330566737835e-08
0.00416140537708998,2.79269034564322e-08
0.00422506732866168,2.89338029091368e-08
0.00428872928023338,2.99523676972058e-08
0.00435239123180509,3.09809777832015e-08
0.00441605318337679,3.20178124013637e-08
0.00447971513494849,3.30610596677161e-08
0.0045433770865202,3.41091102029623e-08
0.0046070390380919,3.51607063464598e-08
0.00467070145532489,3.62148924182293e-08
0.00473436340689659,3.72709969553853e-08
0.00479802535846829,3.83286575811326e-08
0.00486168731004,3.93878423210481e-08
0.0049253492616117,4.04487359162431e-08
0.0049890112131834,4.15114911334058e-08
0.00505267316475511,4.25760795508268e-08
0.00511633511632681,4.36422524785485e-08
0.00517999706789851,4.47095196420833e-08
0.00524365901947021,4.5777063917285e-08
0.00530732143670321,4.68436489597934e-08
0.00537098338827491,4.79076902593079e-08
0.00543464533984661,4.89674043535615e-08
0.00549830729141831,5.00210042275739e-08
0.00556196924299002,5.10667597097836e-08
0.00562563119456172,5.21030507627529e-08
0.00568929314613342,5.31285095917156e-08
0.00575295509770513,5.41421663058372e-08
0.00581661704927683,5.51434951034935e-08
0.00588027900084853,5.61323076908593e-08
0.00594394141808152,5.71086467004989e-08
0.00600760336965322,5.80726968735235e-08
0.00607126532122493,5.90247566378821e-08
0.00613492727279663,5.99650746835323e-08
0.00619858922436833,6.08936758794698e-08
0.00626225117594004,6.18102333760362e-08
0.00632591312751174,6.27140721576325e-08
0.00636619981378317,6.32791028465363e-08
