Time,U1,U2,U3
0.0,0.0,0.0,0.0
9.99999997475243e-07,0.0,0.0,0.0
1.99999999495049e-06,0.0,0.0,0.0
3.00000010611257e-06,0.0,0.0,0.0
4.25000007453491e-06,0.0,0.0,0.0
5.81250014874968e-06,0.0,1.03493268552375e-22,1.98164270150445e-22
7.76562501414446e-06,0.0,-3.81114945011676e-21,-8.15666080711705e-21
1.02070316643221e-05,0.0,-3.03674443082891e-19,-9.37026682382466e-19
1.32587892949232e-05,0.0,2.06325852217725e-18,-2.25176479469002e-17
1.70734856510535e-05,0.0,4.72721993961692e-16,-1.82084012458407e-16
2.18418572330847e-05,0.0,1.1360914955376e-14,-3.34337033291955e-16
2.58776308328379e-05,0.0,5.58470099592395e-14,4.82826620566403e-16
2.99134044325911e-05,0.0,1.82121299378141e-13,1.77132694600122e-15
3.39491780323442e-05,0.0,4.02975694263272e-13,-2.3890998381693e-15
3.79849516320974e-05,0.0,5.82910130754455e-13,-2.00125780883001e-14
4.30296677222941e-05,0.0,3.83021386959545e-13,-5.97651065464312e-14
4.80743874504697e-05,0.0,-1.5771353678324e-13,-1.19290197836928e-13
5.43195856153034e-05,0.0,-6.51874387802565e-14,-1.71508193389479e-13
6.05647874181159e-05,0.0,7.21040198034539e-13,2.62179926206751e-13
6.68099892209284e-05,0.0,-1.15267861987116e-13,2.13162105154596e-12
7.46164951124229e-05,0.0,-3.99533834835597e-12,6.41685923147284e-12
8.43746165628545e-05,0.0,-7.86853568413015e-12,9.65878765857298e-12
9.41327452892438e-05,0.0,-7.36661513039971e-12,5.19048649547105e-12
0.000106078507087659,0.0,-1.93880805507418e-12,-1.17589262979556e-11
0.000118024276162032,0.0,6.96474345210363e-12,-3.95162097488466e-11
0.000129970037960447,0.0,1.85025536558747e-11,-7.40268055188231e-11
0.000144902238389477,0.0,3.28089812262622e-11,-1.19001530851648e-10
0.000159834438818507,0.0,5.02093436272055e-11,-1.68512453990743e-10
0.000174766653799452,0.0,7.67207339325005e-11,-2.22434584640219e-10
0.000189698854228482,0.0,1.0394447108597e-10,-2.64739091759836e-10
0.000204631054657511,0.0,1.27237484437437e-10,-2.81228734744232e-10
0.000219563255086541,0.0,1.4939370573952e-10,-2.67692285005339e-10
0.000234495470067486,0.0,1.7232341942286e-10,-2.19029017145544e-10
0.000249427655944601,0.0,1.92862462111698e-10,-1.1863902915632e-10
0.000264359870925546,0.0,1.99832581038173e-10,5.34525756989979e-11
0.000282189837889746,0.0,1.94069774139827e-10,3.56059376427353e-10
0.000300019804853946,0.0,1.82610648824522e-10,7.52159834416233e-10
0.000317849771818146,0.0,1.67975605647186e-10,1.23643251193073e-09
0.000335679738782346,0.0,1.48540166278188e-10,1.81513093444607e-09
0.00035732431570068,0.0,1.16669660044089e-10,2.64780108949481e-09
0.000378968892619014,0.0,8.45361419754553e-11,3.61963015116373e-09
0.000400613440433517,0.0,4.65927157966561e-11,4.74643480075088e-09
0.00042749906424433,0.0,-1.54983508665607e-11,6.39055386386644e-09
0.000454384658951312,0.0,-8.77140096666729e-11,8.32365110170485e-09
0.000486500473925844,0.0,-2.03101938045513e-10,1.1076432215873e-08
0.000518616288900375,0.0,-3.68321595445309e-10,1.43789806728023e-08
0.000550732132978737,0.0,-5.79887637908172e-10,1.82409962690144e-08
0.000590876908972859,0.0,-8.97514340625349e-10,2.3815584171416e-08
