1,6.78531435762947e-05
10,6.78503768768765e-07
20,1.69604992609182e-07
30,7.53726355508879e-08
40,4.23976198486538e-08
50,2.71407442512247e-08
100,6.78601413664342e-09
150,3.0170648074338e-09
200,1.69085404198178e-09
250,1.08755944779754e-09
300,7.56476219873648e-10
350,5.49331312080166e-10
400,4.27584390225506e-10
450,3.37130335878439e-10
500,2.72961476129388e-10
550,2.23783449993871e-10
600,1.92213813443369e-10
650,1.62912739743967e-10
700,1.41857459013785e-10
750,1.69465165832797e-10
800,2.27904702769615e-10
850,3.51302189422496e-10
900,5.81904640929018e-10
