1,0.000182041834809957
10,1.96242574081741e-06
20,4.55020767218191e-07
30,2.0215436941386e-07
40,1.13579327996773e-07
50,7.2630353980358e-08
100,1.97807190719393e-08
150,9.03058004295052e-09
200,4.85234540591731e-09
250,3.08508856985356e-09
300,2.05695621818804e-09
350,1.5556865062622e-09
400,1.14724364467048e-09
450,8.57034833546499e-10
500,7.21938330638459e-10
550,5.73159680761404e-10
600,4.81453962738089e-10
650,4.12977474370449e-10
700,4.34020315039094e-10
750,4.99523741187536e-10
800,6.25465552066619e-10
850,8.7409574968689e-10
900,1.44644729248505e-09
